附件9,,,,,,,,,,,,
中国电信移动网180H汇总表（截至2018年第四批.此表仅用于终端配置使用，不作为网络、IT相关配置依据）,,,,,,,,,,,,
省份,城市,城市区号,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809
广东,梅州,753,753,,350-359、583、770-772、945,329、855-859,,,,,885,
广东,韶关,751,751,,365-369、773-774、947,317-319、332、890-894,,,,,,
上海,上海,21,160-199,600-609、620-649、700-799、850-869、880-889、900-949、970-979,100-109,,970-999,,,,,
江苏,淮安,517,140、523,205-208、414-417、510-519、849,177-179、190-192,650-655、674-677,,235-239,191,,201-202、232,
江苏,南京,25,158-159、514-519,290-304、330-339、380-399、445-449、470-474、480-485、800-809,010-018、110-114、139-141、150-154,,,100-103、107-108、196-209,120-129、142-149、160-179、184-185、188、603-611、880-884,,,420-424
江苏,宿迁,527,012-015、524,210-211、218、455-457,,640-641、684、690-699,,119、145、278-279,196、820-824、892-894,167-169,212-214、230-231、373-375,
江苏,无锡,510,151-153、615-619,235-239、245-249、340-342、418-429、475-479、492-496、530-539、830-839、844-845,029-031、050-052、115-119、142-144、155-156,600-607、685-689,,150-151、156-159、193-195、246-249,150-159、190、197、825-839,,,429
江苏,苏州,512,154-157、613、620-626,260-279、305-329、347-379、400-404、486-491、540-569、810-819,020-028、123-130、134、146、160-164,608-615、638-639、681-683,,104、109-113、121-124、129、147-148、152-154、173-190、240-245,192-194、199、800-809、840-844,,670-672,425-428
江苏,扬州,514,144-145、525、527,212-214、230-234、405-406、497-498,131-133、171-174,622-627,,105-106、143-144、255-259,115-117、183、601-602,,376-379、676,
江苏,徐州,516,010-011、520-522,200-204、240、846-848,053-059、135-137、175-176、182-184,635-637,,134-137、146、191-192、210-229,110-114、189、845-849、870-874,,673-675、677-679,
江苏,连云港,518,016-019、512-513,215-217、440-444、460-464,193-196,656-673,,125、149、230-234,131-139、195,166,203-205、237-239,
江苏,泰州,523,142-143、526,209、219、345-346、450-454、829,047、199,678-680,,114-118、260-269,100-108、198、600、890-891,,206-207、233-236、370-372,445-447
江苏,常州,519,149-150、611-612、614,430-434、500-509、527-529、580-589、820-828、967-969,040-043、145、197-198,646-649,,120、250-254、270-274,187、850-859、875-879,,,440-444
江苏,盐城,515,141、510-511,250-259、410-413、465-469、960-962,044-046、147、180-181、185-189,628-634,,126、139、155、168-172、290-299,140-141、186、612-619、885-889,163-165,215-219,430-434
江苏,南通,513,146-148、627-629,220-229、241-244、285-289、435-439、520-524、590-594、840-843、963-966,019、032-039、138、165-170,616-621、642-645,,130-133、138、141-142、160-167,109、130、180-181、810-819、860-869、895-899,160-162,200,435-439
江苏,镇江,511,528-529、610,280-284、343-344、407-409、458-459、499、525-526、595-599,048-049、120-122、148-149、157-159,,,127-128、140、275-277、280-289,118-119、182,,208-211,448-449
浙江,杭州,571,571、581、588、671、678、681,,,,200-204、230-232、240-249,710-719、810-819、840-844、870-881,790-799、940-944、975-989,270-299,,470-471、478
浙江,湖州,572,572、582、662-663、672、682,,,,227、235,720-729,470、782-783、945-946、970-972,260-262、425-426,,472
浙江,衢州,570,570,,,,226、236,700-709,788-789、938,263、427,,
浙江,嘉兴,573,573、583、660-661、673、683,,,,223,730-739、860-864,472-473、700-709、780-781、965-969,405-409,,460-464、473
浙江,绍兴,575,575、585、666-667、675、680、685,,,,224-225,750-759、847、865-869,474-475、766-767、784-787、950-964、973-974,220-229、400-404,,465-469、475
浙江,温州,577,577、587、668-669、677、687-688,,,,210-214、233-234,770-779、830-839、882-889,476-479、625-649、745-749、776-779,200-219,,477
浙江,金华,579,579、589、650-655、679、689,,,,220-222、255-259,790-799、848-849、890-899,620-624、760-765、990-999,230-249、268-269,,479
浙江,舟山,580,580,,,,229、239,800-809,768-769、928-929、947,264-266、429,,
浙江,丽水,578,578,,,,228、237,780-789,775、939,267、428,,
浙江,台州,576,576、586、656-659、676、686,,,,215-219、238,760-769、845-846,471、770-774、930-937、948-949,250-259、410-419,,476
浙江,宁波,574,574、584、664-665、670、674、684,,,,205-209、250-254,740-749、820-829、850-859,710-744、750-759、900-927,420-424,,450-459、474
福建,福州,591,500-501、590-591、690-693,,087-088,,600-610、640-641,013-034、040-044、076-079、480、900-919、970-971、976-977,011、047-089、500-519、591,,470-479,400-401
福建,南平,599,509、599、609,,090-099,970-979,649,037-039、489-493、949,370-375、576-578、599,,,414-419
福建,三明,598,508、598、608、698,,078-086,,613、648,488、494-495、946-948,012-018、452-453、579-590、598,,,411-413
福建,龙岩,597,597、607、697,,062、089,980-989,647,045、487、498-499、978-979,019、376-379、597,,,402-404
福建,漳州,596,596、606、694-696,,065-069,,614-619、646,046-048、060-075、486、496-497、960-969,020-029、454-459、561-575、596,,,
福建,泉州,595,505-507、595、603-605、699,650-675,,,611-612、633-639、645,080-099、998-999,000-010、520-560、595,,,405-410
福建,莆田,594,504、594,,060-061,032-039、900-909,644,049-059、944-945、950-959、974-975、990-997,044-046、594,,,
福建,宁德,593,503、593,676-679,063-064,390-399,643,035-036、483-485、930-943、972-973,030-043、593,,,
福建,厦门,592,502、592、600-602,,070-077,000-031,620-632、642,000-012、481-482、920-929、980-989,090-099、440-451、592,,,
四川,阿坝,837,,126、576-577,,,800,,,,,022-024、043、070-071、639
四川,眉山,28,,128-129,,,816、878,,496,,036-039、950-952,006-009、046-047、637
四川,自贡,813,813-815,570-571,,,038、849、886,475-477,490,,148-149、164-166、686,503-506、629
四川,雅安,835,,,,,845,473-474,498,,057-059、147、699,010-011、049、507-509
四川,乐山,833,,166-167,,,043、812-813、864-865、880-881、893-894,,,,060-067、130-135、687-689,034-039
四川,内江,832,,119-120,,,042、842、870-871、884-885,,494,,020-023、175-179,030-033、633
四川,宜宾,831,810-812,121-122、617-619,,,045、846-847、876-877、898,,,,136-139、496-497,094-099、622-623
四川,广安,826,826,,,,049、810,,495,,027-029、142-143、490-491、697-698,027-029、050-053、636
四川,南充,817,817,168-169,,479,044、840-841、866-867、882-883、895-896,470-472,,,030-035、154-159、690-692,054-059
四川,绵阳,816,816、905-909,110-114、160-162,,092-099、476-478,817-819、860-861、890-891,,,,024-026、120-126、487-489,
四川,遂宁,825,825,117-118,,,041、844、879,,493,,070-072、127-129,045、080-082、632
四川,泸州,830,820-824,101-104、163-165、572-575,,473-475,039、815、868-869、892,,,,494-495,015-019、083-089
四川,广元,839,,115-116,,,046、811,,492,,073-076、144-145、953-956,025-026、048、631
四川,德阳,838,828,105-106、610-616,,,040、807-808、862-863、897,,,,492-493,000-005、072-079、620-621
四川,巴中,827,827,,,,048、801,,,,050-052、146、693,020-021、044、500-502、634-635
四川,攀枝花,812,829,100,,,843,,491,,077-079、170-174、694、957-959,040-041、630
四川,成都,28,050-059、800-809,050-069、130-159,,040-089、470,030-037、802-805、850-859,478-479,,,000-019、040-049、080-119、180-199、480-486、680-685,
四川,资阳,28,,,,,848、888-889,,497,,053-056、140-141、167-169、695-696,060-063、638
四川,凉山,834,900-904,107-109,,,047、814、874-875、887、899,,,,160-163,064-069、627-628
四川,甘孜,836,,127、578-579,,090-091,809,,499,,,012-014、042
四川,达州,818,818-819,123-125,,471-472,806、872-873,,,,068-069、150-153、498-499,090-093、624-626
湖北,荆州,716,721,,,,063,,234-236、295-297、421-422,127-129、149、188-189,618-620、635-636,
湖北,恩施,718,726,,,,065,,216、425,133-134、192-193,621,
湖北,宜昌,717,720、860,,,,064,,237-239、298-299、423-424,130-132、157、190-191,622-624、637-638,
湖北,咸宁,715,724,,,,,,232-233、420,125-126、187,617,
湖北,黄石,714,723,,,,062,,227-229、290-294、418-419,123-124、148、185-186,616、630-634,
湖北,黄冈,713,725、861,,,,061,,220-222、282-289、417,120-122、147、180-184,614-615、655-659,
湖北,孝感,712,729,,,,,,231、416,118-119、146、179,639,
湖北,鄂州,711,868,,,,,,230、415,117,,
湖北,武汉,27,710-719、862-865,,,,050-059,,200-215、240-245、250-279、400-412,100-114、140-145、150-155、170-175,600-611、640-653、660-669,
湖北,江汉,728,722,,,,069,,249、429,197-199,629,
湖北,荆门,724,869,,,,068,,246、428,138-139、159,627-628,
湖北,襄阳,710,727、867,,,,060,,223-226、280-281、413-414,115-116、156、176-178,612-613,
湖北,十堰,719,728,,,,066,,217-218、426,135-136、158、194-195,625、654,
湖北,仙桃,728,,,,,,,,,,
湖北,随州,722,866,,,,067,,219、247-248、427,137、196,626,
湖南,株洲,731,733、741,,,,,,,330-339、574-576,,
湖南,长沙,731,731、748-749、840-849,,,,,,,310-319、510-519,,
湖南,郴州,735,735,,,,,,,350-359、550-555,,
湖南,益阳,737,737,,,,,,,370-379、596-597,,
湖南,邵阳,739,739,,,,,,,390-399、590-595,,
湖南,吉首,743,743,,,,,,,430-439、583-584,,
湖南,永州,746,746,,,,,,,460-469、577-582,,
湖南,怀化,745,745,,,,,,,450-459、556-559、598-599,,
湖南,张家界,744,744,,,,,,,440-449、566,,
湖南,岳阳,730,730,,,,,,,300-309、570-573,,
湖南,娄底,738,738,,,,,,,380-389、567-569,,
湖南,常德,736,736、740、742,,,,,,,360-369、560-565,,
湖南,衡阳,734,734、747,,,,,,,340-349、587-589,,
湖南,湘潭,731,732,,,,,,,320-329、585-586,,
湖南,自治州,743,,,,,,,,,,
陕西,西安,29,918、920-929,,,,900-909、918、920-929、940-969,,650-699,,260-269、920-929,108-109、118-119、128-129、138-139、158-159、178-189、200-299
陕西,延安,911,911,,,,911,,,,,110-117
陕西,榆林,912,912,,,,912、930-935,,,,,120-127、198-199、800-809
陕西,商洛,914,914,,,,914,,,,,140-147
陕西,渭南,913,913,,,,913、936-937,,,,,130-137、148、168
陕西,安康,915,915,,,,915,,,,,150-157
陕西,汉中,916,916,,,,916,,,,,160-167
陕西,宝鸡,917,917,,,,917、938-939,,,,,149、169-177
陕西,铜川,919,919,,,,919,,,,,190-197
陕西,咸阳,29,910,,,,910,,430-439,,220-229、250-259、910-919,100-107
云南,昆明,871,871、880、884-885、889,,,,,,480-489,,270-276、278、290-298、380-387、389、704-706、710-719、723-727、732、734-737、742-745、752-755、774-776、782-786、794-796、801、812-814、823-827、829-832、834、840-849、898-899,
云南,版纳,691,881,,,,,,,,793、802-807、809-811、896,
云南,迪庆,887,887,,,,,,,,,
云南,大理,872,872,,,,,,,,720-721、728-729,
云南,曲靖,874,874,,,,,,,,740-741、746-749,
云南,文山,876,876,,,,,,,,760-769、828、895,
云南,楚雄,878,878,,,,,,,,780-781、787-788,
云南,丽江,888,888,,,,,,,,733、800、808、822、893、897,
云南,临沧,883,883,,,,,,,,833、835-839,
云南,昭通,870,870,,,,,,,,700-703、707-709、722、890,
云南,普洱,879,879,,,,,,,,277、279、299、388、772-773、790-791、797-799、894,
云南,玉溪,877,877,,,,,,,,770-771、777-779、891-892,
云南,保山,875,875,,,,,,,,750-751、756-759,
云南,红河,873,873,,,,,,,,730-731、738-739,
云南,怒江,886,886,,,,,,,,,
云南,德宏,692,882,,,,,,,,789、792、815-821,
安徽,合肥,551,551、560、565、569、969,085-088、954-959、990-999,,,,409、510-519、600-609、651、654、657、686-688,,,,565、640、660-669
安徽,池州,566,566,,,,,660-669,,549,,566、848
安徽,亳州,558,567、967,,,,,670-685,,520-521、543,,567、849
安徽,阜阳,558,558、568、968,093-096、099,,,,406、580-589、697,,,,647-648、670-679
安徽,宿州,557,557,,,,,403、570-579、622-627、629,,546,,568-569、646、870-873
安徽,安庆,556,556、966,070-072,,,,402、408、560-569、690-694,,530-539,,645
安徽,马鞍山,555,555,089,,,,550-559、655-656、689,,540,,644、847、860-861
安徽,淮南,554,554、964,,,,,400、540-549,300,545,,643、867-869
安徽,芜湖,553,553、963,073-079、950-953,,,,401、530-539、650、652-653、658-659、699,,,,642、862-866
安徽,蚌埠,552,552、962、965,,,,,520-529,,,,560、641、650-659
安徽,滁州,550,550、960,090-092、097-098、980-989,,,,405、500-509、696,,524-529,,830-840
安徽,巢湖,565,,,,,,,,,,
安徽,六安,564,564,,,,,407、640-649、698,301-309,500-509,,564、846、874-878
安徽,宣城,563,563,081-084,,,,404、630-639、695,,541,,563、844-845、850-856
安徽,铜陵,562,562,,,,,620-621、628,,544,,562、843
安徽,淮北,561,561、961,,,,,610-619,,547,,561、841-842、859、879
安徽,黄山,559,559,080,,,,590-599,,522-523、542、548,,649、857-858
广西,南宁,771,771、780,,,,,,,090-094、470-471、480-481、490-494、630-639、650-664、702、704、710-716、777-779、810-819,,
广西,防城港,770,770,,,,,,,703、705-709,,
广西,河池,778,778,,,,,,,080-089、478、489、780-789,,
广西,钦州,777,777,,,,,,,075-079、477、665-667、770-771、773、775-776,,
广西,百色,776,776、786,,,,,,,476、486、760-769、860-869,,
广西,玉林,775,775,,,,,,,475、485、645-649、750-759、850-854、870-874,,
广西,梧州,774,774、789,,,,,,,060-064、474、495-497、742-746、806-807,,
广西,桂林,773,773、783、787-788,,,,,,,473、483-484、675-679、730-739、830-846,,
广西,柳州,772,772,,,,,,,472、482、670-674、720-726、820-825、847-849,,
广西,贺州,774,784,,,,,,,065-069、498-499、701、740-741、747-749、808-809,,
广西,北海,779,779,,,,,,,668-669、792-799,,
广西,贵港,775,785,,,,,,,095-099、479、487-488、640-644、772、774、790-791、800-805、855-859、875-879,,
广西,崇左,771,781,,,,,,,070-074、700、717-719,,
广西,来宾,772,782,,,,,,,727-729、826-829,,
新疆,乌鲁木齐,991,991,682-689,,488,075-079、081-082、090-092,,,,287-289,487、490-492、595-596、599、760-769、776、778、910-927、947-948、960-964、966-969、991
新疆,奎屯,992,992,,,,084、096,,,,393,482、770、773、780、992
新疆,石河子,993,993,,,482,083,,,,390、394,480、598、753、758、772、904、993
新疆,昌吉,994,994,,,,,,,,280、284、395,484、590、597、681-683、685、781-782、900、935-938、994
新疆,吐鲁番,995,995,,,,086,,,,,486、775、928、995
新疆,库尔勒,996,996,,,483,095,,,,398-399,945-946、958-959、977、996
新疆,阿克苏,997,997,,,489,070、087、097,,,,391-392、396,495、587-588、591、690-699、777、783、907、933、939、944、974、997
新疆,喀什,998,998,,,481、485,074、088、098,,,,,496-497、581-582、793-799、949、953-957、984-988、998
新疆,克拉玛依,990,990,,,,080,,,,,483、774、790、970、990
新疆,塔城,901,,,,,,,,,281,493、759、771、779、784、901、930-932、971
新疆,伊犁,999,999,,,484,072、089、099,,,,283,494、498、589、593、785-789、940-942、950-952、980-983、989、999
新疆,克州,908,,,,,,,,,,499、791、908、978
新疆,巴州,996,,,,,085,,,,,481、580、583、585、680、684、687-688
新疆,哈密,902,,,,,,,,,,485、756、792、902、934、972
新疆,和田,903,,690-699,,480、487,071、093-094,,,,282、286,488-489、592、686、757、903、905、943、965、973、975
新疆,阿勒泰,906,,,,486,073,,,,285、397,586、594、750-752、754-755、906、929、976
新疆,博乐,909,,680-681,,,,,,,,584、689、909、979
重庆,重庆,23,230-239、830-839,,,,,,,,300-309、400-409,
江西,南昌,791,020-021、070-071、700、708-709、791,,,,670-671、676、680-681,,,000、002-009、011-015、028-029、038-041、049-051、059、910-919,,
江西,九江,792,022-024、072、702、792,,,,660、672、682,,,020-024、042、052、920-929,,
江西,抚州,794,028-029、078、704、794,,,,,,,044、054、940-949,,
江西,赣州,797,027、077、707、797,,,,666-669、677、686-687,,,010、025-027、035-037、047-048、057-058、970-979,,
江西,吉安,796,026、073、076、706、796,,,,,,,046、056、960-969,,
江西,宜春,795,025、074-075、079、705、795,,,,664-665、675、685,,,045、055、950-959,,
江西,上饶,793,703、793,,,,661-663、673、683,,,030-034、043、053、930-939,,
江西,景德镇,798,798,,,,678、684,,,980-989,,
江西,鹰潭,701,701,,,,688-689,,,001、016-019、902,,
江西,新余,790,790,,,,674,,,900-901、903-909,,
江西,萍乡,799,799,,,,679,,,990-999,,
甘肃,兰州,931,931、940、944、946、948-949,,,,,416-419,,,931、938,310-311、315-319
甘肃,庆阳,934,934,,,460-461,,,,,249、934,340-349
甘肃,陇南,939,939,,,464-465,,,,,939,390-392、395-399
甘肃,酒泉,937,937,,,,,410-413,,,936-937,370-372、376、378-379、384
甘肃,金昌,935,945,,,,,,,,,350-352、355、359
甘肃,嘉峪关,937,947,,,,,,,,,373-375、377
甘肃,定西,932,932,,,468,,,,,932,320-329
甘肃,平凉,933,933,,,462-463,,,,,248、933,330-333、335-339
甘肃,武威,935,935,,,,,414-415,,,935、949,312、353-354、356-358
甘肃,张掖,936,936,,,,,,,,240-247、946-948,334、360-369
甘肃,天水,938,938,,,,,,,,944-945,380-383、385-389
甘肃,临夏,930,930,,,467,,,,,930,300-309
甘肃,甘南,941,941,,,469,,,,,940-941,393-394
甘肃,白银,943,942-943,,,466,,,,,942-943,313-314
贵州,黔东南,855,855,,,,,,,,317-319、432-434、450-459、505、550-559,
贵州,兴义,859,859,,,,,,,,340-349、590-593、597-599,
贵州,六盘水,858,858,,,,,,,,368-369、410-419、428、438、580-589,
贵州,毕节,857,857,,,,,,,600-619,366-367、427、437、570-579,
贵州,铜仁,856,856,,,,,,,,320-324、350-359、506、560-569,
贵州,凯里,855,,,,,,,,,,
贵州,都匀,854,,,,,,,,,,
贵州,安顺,851,853,,,,,,,,314-316、330-339、430-431、530-539,
贵州,遵义,851,852,,,,,,,620-629,363-365、420-421、520-529、960-969,
贵州,贵阳,851,850-851,,,,,,,,360-362、425-426、435-436、500-503、507-519,600-619
贵州,黔南,854,854,,,,,,,,310-313、422-424、440-449、504、540-549,
贵州,黔西南,859,,,,,,,,,325-329、429、439、594-596,
海南,海口,898,,,,,,,,890-899,460-469、970-989,
海南,三亚,898,,,,,,,,,,
海南,儋州,898,,,,,,,,,,
宁夏,银川,951,950-951、957-959,,,,,,,,,510-519、527、547-549
宁夏,石嘴山,952,952,,,,,,,,,520-525、528-529
宁夏,吴忠,953,953,,,,,,,,,530-535、538-539
宁夏,固原,954,954,,,,,,,,,526、536-537、540-546
宁夏,中卫,955,955-956,,,,,,,,,550-559
青海,西宁,971,971、978,,,,,,,,,571、578、707、711、718、720-726、731-734、740-744
青海,海东,972,972,,,,,,,,,572、701-702、705-706、712、738、748
青海,黄南,973,973,,,,,,,,,573、703、713
青海,海西,977,977,,,,,,,,,577、717、727、737、747
青海,海南,974,974,,,,,,,,,574、704、708、714、729、739
青海,海北,970,970,,,,,,,,,570、700、710、730
青海,果洛,975,975,,,,,,,,,575、715、745
青海,玉树,976,976,,,,,,,,,576、709、716、728、735-736、746
青海,格尔木,979,979,,,,,,,,,579、719、749
西藏,阿里,897,897,,,,,,,697,907,
西藏,那曲,896,896,,,,,,,696,906、996,
西藏,昌都,895,895,,,,,,,695,905、995,
西藏,林芝,894,894,,,,,,,694,904、994,
西藏,山南,893,893,,,,,,,693,903、993,
西藏,日喀则,892,892,,,,,,,692,902、992、997,
西藏,拉萨,891,890-891、898-899,,,,,,,690-691、698-699,900-901、908-909、990-991、998-999,
北京,北京,10,100-139,000-049,,,650-659,,,,,
天津,天津,22,200-219,,000-009,,,,,,,
山东,济南,531,531、541、636、640-641、644,,,,,310-319,341-342、344,,,
山东,青岛,532,532、542、642、648,,,,,320-329、385-386、442-447,,,,
山东,淄博,533,533、643,,,,,330-339,,,,
山东,烟台,535,535、545、645,,,,,350-359、387,,,,
山东,济宁,537,537、547,,,,,370-379、452、455,318-319、323、325,,,
山东,临沂,539,539、549、649,,,,,390-399、453-454、458,315-316,,,
山东,东营,546,546、647,,,,,460-469,,,,
山东,枣庄,632,632,,,,,,320-322、324,,,
山东,聊城,635,635,,,,,,350-359,,,
山东,莱芜,634,634,,,,,,340,,,
山东,日照,633,633,,,,,383,313、330-339,,,
山东,威海,631,630-631,,,,,,310-312、314,,,
山东,滨州,543,543、637-639,,,,,388-389、430-439、450-451、456,317,,,
山东,泰安,538,538、548,,,,,380-382、384,,,,
山东,潍坊,536,536、646,,,,,360-369、440-441、459,326-327,,,
山东,德州,534,534、544,,,,,340-349,,,,
山东,菏泽,530,530、540,,,,,300-309、448-449、457,328-329,,,
河南,郑州,371,371、381-386,,,710-719、727、730-733、737-738、745-751、757、767-769、777-781、786-789、910-911、920-923、927-929、933、950-951、954-955、957、966-967、997,,,,,,
河南,新乡,373,373、380,,,739,,,,,,
河南,平顶山,375,375、390,,,758-759,,,,,,
河南,南阳,377,377,,,770-771、930-931、968,,,,,,
河南,洛阳,379,379、388,,,700-701、722、735-736、754-756、762、790-799、924、940-941、943、945-948、956、958、964、996,,,,,,
河南,焦作,391,389、391,,,702、704、912-913、917-919,,,,,,
河南,濮阳,393,393,,,752、934-939,,,,,,
河南,三门峡,398,398,,,925-926、992-993、998,,,,,,
河南,驻马店,396,396,,,740-743、753、782-785、960-963、965、969,,,,,,
河南,漯河,395,395,,,959,,,,,,
河南,周口,394,387、394,,,723-726、763、765-766、949、952-953,,,,,,
河南,鹤壁,392,392,,,,,,,,,
河南,商丘,370,370,,,703、705-709、734、744、764、772-776、914-916、942、944、994,,,,,,
河南,开封,371,378,,,,,,,,,
河南,信阳,376,376、397,,,760-761、932,,,,,,
河南,许昌,374,374、399,,,990-991、995、999,,,,,,
河南,安阳,372,372,,,720-721、728-729,,,,,,
辽宁,沈阳,24,240-249、400-402,,,,000-009、020-026、133-139,,,,,
辽宁,铁岭,24,410、490,,,,100-109,,,,,
辽宁,鞍山,412,412、420、422、492,,,,120-129,,,,,
辽宁,本溪,24,404、414、424、494,,,,140-149,,,,,
辽宁,锦州,416,406、416、496,,,,160-169,,,,,
辽宁,阜新,418,418、498,,,,180-189,,,,,
辽宁,朝阳,421,421、491、980-983,,,,015-019、027-029,,,,,
辽宁,葫芦岛,429,429、987-989,,,,193-199、290-299,,,,,
辽宁,盘锦,427,427、984-986,,,,270-279,,,,,
辽宁,辽阳,419,419、499,,,,190-192,,,,,
辽宁,营口,417,407、417、497,,,,170-179,,,,,
辽宁,丹东,415,405、415、425、495,,,,150-152,,,,,
辽宁,抚顺,24,403、413、423、493,,,,130-132,,,,,
辽宁,大连,411,408-409、411、426、428,890-899,,,010-014、110-119、153-159、260-269,,,,,880-889
河北,邯郸,310,030、040、310、320、330,,,100-109、400、410、420,,,,,,
河北,保定,312,032、042-044、062、064、312、322、332,,,120-124、127-129、402、412、422,,,,,,
河北,张家口,313,038、048、313、323,,,130、135、137-139、230-239、403、413、423、430-433,,,,,,
河北,承德,314,314、324,,,140-142、147-149,,,,,,
河北,唐山,315,035、045、063、315、325,,,131-133、150-159、164、250-259、298、405、415、425、434-435、444-445,,,,,,
河北,廊坊,316,036、046、066、316、326、336,,,160-163、167-169、260-264、360-369、406、416、426、436、446,,,,,,
河北,沧州,317,037、047、067、317、327、337,,,170-179、270-274、407、417、427、437、447,,,,,,
河北,衡水,318,318、328、338,,,180-181、187-189、408、418、428、438、448,,,,,,
河北,邢台,319,039、049、068、319、329、339,,,190、197-199、295-297、299、409、419、429、439、449,,,,,,
河北,秦皇岛,335,033-034、069、333-335,,,125、143、145、165-166、195-196、350-359、440-443,,,,,,
河北,石家庄,311,031、041、060-061、065、311、321、331,,,110-119、126、134、136、144、146、182-186、191-194、200-229、240-249、265-269、275-294、370-389、401、404、411、414、421、424、450-459,,,,,,
山西,太原,351,340-341、343、346、351,,,510-519,,,,,,
山西,朔州,349,349,,,490-499,,,,,,
山西,忻州,350,350,,,500-509,,,,,,
山西,大同,352,352,,,520-529,,,,,,
山西,阳泉,353,353,,,530-539,,,,,,
山西,长治,355,345、355,,,550-559,,,,,,
山西,晋城,356,356,,,560-567、569,,,,,,
山西,临汾,357,347、357,,,570-579,,,,,,
山西,运城,359,348、359,,,590-599,,,,,,
山西,晋中,354,344、354,,,540-549、568,,,,,,
山西,吕梁,358,358,,,580-589,,,,,,
内蒙古,呼和浩特,471,471、480-481、484-489,,,,710-719、745、749、795、829、832-837,,,,,
内蒙古,通辽,475,475,,,,750-759,,,,,
内蒙古,鄂尔多斯,477,477,,,,737-739、770-779、797、824-825、827、838-839,,,,,
内蒙古,阿拉善盟,483,483,,,,830-831,,,,,
内蒙古,兴安盟,482,482,,,,820-823、826、828,,,,,
内蒙古,锡林郭勒,479,479,,,,790-794、796、798-799,,,,,
内蒙古,巴彦淖尔,478,478,,,,780-789,,,,,
内蒙古,赤峰,476,476,,,,760-769,,,,,
内蒙古,乌兰察布,474,474,,,,740-744、746-748,,,,,
内蒙古,呼伦贝尔,470,470,,,,700-709,,,,,
内蒙古,包头,472,472,,,,720-729,,,,,
内蒙古,乌海,473,473,,,,730-736,,,,,
吉林,长春,431,430-431、440-449,,,,300-319、321、353-354、357-359、361、363-364、367-369、371、376、381、391、396,,,,860-869,
吉林,吉林,432,432,,,,320、322、325-326、332、342、346、356、362、372、382、392,,,,,
吉林,延边,433,433,,,,330-331、335-336,,,,,
吉林,四平,434,434,,,,340-341、345,,,,,
吉林,通化,435,435,,,,350-352、355,,,,,
吉林,白城,436,436,,,,360、365-366,,,,,
吉林,辽源,437,437,,,,370、375,,,,,
吉林,松原,438,438,,,,380、385-386,,,,,
吉林,白山,439,439,,,,390、395,,,,,
黑龙江,哈尔滨,451,360-361、364-366、450-451、460-461、463、465-466,,,,500-519、536-537、547、556、562、564-566,,,,870、874、877-878,
黑龙江,齐齐哈尔,452,362、452、462,,,,520-529,,,,872,
黑龙江,牡丹江,453,363、453,,,,530-535、538-539,,,,873,
黑龙江,佳木斯,454,368、454,,,,540-546、548-549,,,,876,
黑龙江,绥化,455,455,,,,550-552、554-555、557-559,,,,875,
黑龙江,黑河,456,456,,,,560-561、563、567-568,,,,,
黑龙江,大兴安岭,457,457,,,,577,,,,,
黑龙江,伊春,458,458,,,,580、588,,,,,
黑龙江,大庆,459,369、459,,,,553、570、583-584、590-599,,,,871、879,
黑龙江,七台河,464,464,,,,572、578,,,,,
黑龙江,鸡西,467,367、467,,,,571、574-576、579,,,,,
黑龙江,鹤岗,468,468,,,,573、581、585、587,,,,,
